User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
BillClay,"Dined on July 9, 2023","We enjoyed our dinner at Heirloom - it was quite good but a bit short of ""excellent"" or ""outstanding"".  The blueberry bramble cocktail I had was a real treat! It was followed by the mushroom toast appetizer. I liked it but felt it was missing a zing to get the otherwise mild flavor to pop. My beef cheek bourginonne was excellent, although it arrived at the table a bit tepid - I suspect it was waiting around while my wife's sirloin was getting overcooked. We asked that they take it back and try again, which they did without hesitation (and they got it right the second time). We split the apple donut dessert, which we thought was spectacular... nice and crispy outside, fluffy and light inside, with a sweet sauce on the side that complemented them perfectly. It was not very busy so the background noise level was quite low. I forget how much I enjoy going out in New Haven when the hubbub of Yale dies down in the summer...
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on July 3, 2023",service & food so normal... service & food so normal...,3 stars,Overall 3,Food 3,Service 3,Ambience 3
JamesT,"Dined on June 30, 2023",We had a great experience and our server was excellent with his recommendations that made our dinner fantastic!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
JerseyGirl52,"Dined on June 28, 2023","I met friends for lunch and Heirloom was a perfect choice. The menu is varied and rich in healthy, locally-sourced options. There were some loud people at the next table but overall, the noise level was acceptable. The restaurant was quite busy, which meant that the two servers were always on the run. We were not in a rush, so this was not a problem.

I really like this place and look forward to returning there.
Read more",5 stars,Overall 5,Food 5,Service 3,Ambience 5
Diner,"Dined on June 18, 2023","Delicious brunch choices, lovely atmosphere, and the staff seemed to care.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
Foodie,"Dined on June 14, 2023",During our visit to New Haven we tried Heirloom based on a recommendation. The hostesses greeted us in a friendly manor. The server was very helpful and friendly. The food was excellent!  highly recommend the Farro bowl with salmon!! The chocolate cake with Nutella ice cream excellent’ Would love to come back!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
GApeach,"Dined on May 31, 2023",We had a delightful early evening meeting.  The special cocktail list was amazing - too many wonderful choices!  Our appetizers were outstanding - the falafel and burrata cheese were perfect.  The apple donuts were a delicious end to a wonderful dining experience.  Thank you!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 8, 2023",One of four dinners was served cold. We waited far too long for our food. Kitchen needs help! Servers did their best. Will try again. They were having an off night.,2 stars,Overall 2,Food 3,Service 1,Ambience 4
JosephD,"Dined on May 7, 2023","Great restaurant.  We waited quite a long time for our food, but once we received it, and starting eating, it was delicous.
Our waiter was professional, but once our plates were cleared, we waited quite a long time for the check.
All in all I would come back to this restaurant.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
jeffS,"Dined on May 7, 2023","I understand the reviews that commented on slow service, but I like not feeling rushed. The food was delicious and bartenders make wonderful cocktails.",4 stars,Overall 4,Food 5,Service 5,Ambience 5
MuseumMom,"Dined on May 4, 2023",I was disappointed with Heirloom this visit.  It was not busy at all but we waited too long for our coffee to be brought and had to hunt down the waiter to get the check we’d been clearly ready for for some time.  Polite service but inattentive.,3 stars,Overall 3,Food 3,Service 2,Ambience 3
OpenTable Diner,"Dined on May 1, 2023",We went on a Sunday night. French onion soup was not to my liking. My meal was delicious. The service was pleasant but excruciatingly slow. Most of my ratings would have gone up by one star had it not been for this.,3 stars,Overall 3,Food 4,Service 2,Ambience 5
ReneeH,"Dined on April 29, 2023","Cocktails, food & service were outstanding!! Fausto was a very helpful , friendly & attentive server! Everything was delicious! Very impressed!!",5 stars,Overall 5,Food 5,Service 5,Ambience 4
MARIAM,"Dined on April 21, 2023",Nice restaurant in downtown. Food was different. good variety and service was kind of slow but very good. Confortable area.,4 stars,Overall 4,Food 4,Service 5,Ambience 5
TrishL,"Dined on April 20, 2023",The food was delicious and the service perfect. Xx,5 stars,Overall 5,Food 5,Service 5,Ambience 4
Christine,"Dined on April 20, 2023","Our meal was fabulous, fresh and innovative. Everything was tasty and plentiful. The cocktail options were creative and tasty. It was our first time there for dinner and I will return. The flower seeds were a nice amenity.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
BetsyT,"Dined on April 16, 2023",We have eaten here many times and the food is always great. This time was no exception. We had the mushroom toast and warm ricotta to start. Both were excellent. We both had pasta as entrees. Very good and decent sized portions. We will be back,5 stars,Overall 5,Food 5,Service 3,Ambience 4
Suediner,"Dined on April 9, 2023",We always have a great time and good food at Heirloom!  Highly recommend!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
SusieB,"Dined on April 9, 2023","Very disappointing.  Thought we were going for Sunday brunch, but found a very basic menu since brunch didn’t start for another 1.5 hours after our reservation.  I’m sure it was in part Operator error, but it was NOT obvious when I made the reservation.  What a weird model.",1 star,Overall 1,Food 1,Service 2,Ambience 1
OpenTable Diner,"Dined on April 8, 2023","Horrible experience! Our appetizer took an hour to come out (raw oysters) & our drinks didn’t come until 45 minutes after ordering them. Our waiter was not attentive at all, bringing us the wrong drink multiple times. As  foodie this was certainly one of the worst dining experiences ever. Stay away from this place!",1 star,Overall 1,Food 3,Service 1,Ambience 4
CTworkingmom,"Dined on April 2, 2023",We visited for lunch and its a lovely modern space with interesting menu options.   The food was very good.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
PetraV,"Dined on April 1, 2023","Excellent food, great service, did not feel rushed.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Maria,"Dined on March 26, 2023",My husband and I had brunch with friends.  The food was delicious.  Service was on point.  Comfortable atmosphere.  Very enjoyable.  We will be back again.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
docmarcia,"Dined on March 26, 2023","We had a delicious meal with attentive service. Our salmon, tartare, jambon with burrata and lamb pasta, or all beautifully presented in a very satisfying. Large portions meant that we both had food to take home I hadn’t expected to enjoy a restaurant in the hotel as much as I did.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
KellyH,"Dined on March 26, 2023",Mushy scallops.  Great Service.  Ok for a hotel restaurant but I should have chosen something else more quaint or unique.,3 stars,Overall 3,Food 3,Service 5,Ambience 4
MaryD,"Dined on March 19, 2023",The food was excellent! Service friendly and we had a truly fun night. Highly recommend!,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on March 19, 2023","Heirloom is falling back into its old problems. Our waiter didn’t speak English at all well, and the food took almost an hour to get to our table after ordering. Perhaps if the courses had been worthy of St.-Germain-des Prés this delay would have been acceptable, but it wasn’t gourmet by any stretch of the imagination.",3 stars,Overall 3,Food 4,Service 2,Ambience 4
RoniceA,"Dined on March 15, 2023","Great place to dine, great ambiance, food and service. I would highly recommend",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on March 5, 2023",Everything was delicious!  We had the baked ricotta and octopus for appetizers and scallops and beef cheek for our meals.  Drinks took a little longer then we would have liked but overall I great spot for a nice dinner out.,5 stars,Overall 5,Food 5,Service 3,Ambience 5
itskate,"Dined on February 25, 2023","Location and ambiance was really nice. Unfortunately, the service was extremely slow, despite it not being very busy. It took over 20 minutes just to water. Price is quite high also. The pancakes I ordered were burnt and other food was simply underwhelming and overpriced.",3 stars,Overall 3,Food 3,Service 3,Ambience 4
JacquesC,"Dined on February 25, 2023","We were told it was the best place to have an American breakfast in New Haven and were extremely disappointed. Bland food, watery poached eggs, and listless service.",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Marusia48,"Dined on February 20, 2023","The food was delicious and attractively presented. Our server Lydia was lovely and attentive. My friend and I had the warm herbed truffled ricotta with crostini to start with followed by the mussels which were in a beautiful and delicious sauce. All in all, a wonderful experience.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
KathyinIL,"Dined on February 19, 2023",Food was bland and menu was fairly limited if you do not eat seafood.,3 stars,Overall 3,Food 2,Service 5,Ambience 5
NancyM,"Dined on February 18, 2023",Food was excellent. Nice atmosphere. Great menu. Good value. Our waiter was very nice,5 stars,Overall 5,Food 5,Service 5,Ambience 5
elinb,"Dined on February 15, 2023","The beautiful, spacious room somehow manages to be perfect for both a romantic dinner for two and larger gatherings.  And we have always found both food and service to be excellent.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
CynthiaS,"Dined on February 13, 2023",Wonderful lunch! I met a friend and we hadn’t seen each other in years. The server let us talk until we were ready to order. Food was great with lots of choices for the carnivore and vegan.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
