User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
Jen247,"Dined on June 15, 2023",Just delicious!  and the absolutely ideal pre-theater dinner spot!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Pasad,"Dined on June 10, 2023","Chicken was nothing worth bragging about. It was ok.

Seabass was delicious.",4 stars,Overall 4,Food 3,Service 5,Ambience 4
OpenTable Diner,"Dined on June 5, 2023",We waited over an hour and a half for our main dish. It was terrible service and we would not return.,2 stars,Overall 2,Food 4,Service 1,Ambience 3
OpenTable Diner,"Dined on June 5, 2023","The service was terrible. It wasn’t the waiter’s fault; they were very understaffed. We waited 15 minutes for a server, and that is only because I asked if we had one. We waited over an hour for our food. We asked for a small modification on a pasta dish, and we were told NO. I find it hard to believe there were no modifications because that would mean the pasta was just sitting in a vat, sauced and ready to go, and that’s for a $25 pasta dish. I don’t believe it. The bathrooms were really dirty, one was out of order, and one was basically flooded but still being used. Overall, it was a disappointment. I have messaged the restaurant & received no response. I have stayed at the Wit and dined in this place several times; this time, I was really disappointed.
Read more",1 star,Overall 1,Food 4,Service 1,Ambience 2
NWSubFoodie,"Dined on June 5, 2023","We dined here on a Sunday evening before a show at the Chicago Theatre. We had reservations, which we needed because it was very crowded and several parties were turned away. Unfortunately, the kitchen was severely understaffed and it took nearly an hour to get our food. At least 3 parties left before getting their food order but since we were so close to the theatre, we decided to wait it out. The food did not disappoint, which was a relief. The deviled egg appetizer hit the spot. My husband’s burger was very tasty and I loved the salmon with colorful cauliflower and marble potatoes. Our waiter was very apologetic and did his best in a bad situation. We enjoyed the meal but would not go back unless we have a lot of time to kill.
Read more",3 stars,Overall 3,Food 5,Service 3,Ambience 3
OpenTable Diner,"Dined on June 4, 2023",スタッフの対応もよく、シェアして食べる旨を伝えたところ、人数分に分けたお皿にきれいな盛り付けでシェアされた形で提供してくれました。味付けも良かったです。,4 stars,Overall 4,Food 4,Service 4,Ambience 3
AnthonyD,"Dined on June 3, 2023",good value in upscale ambience . Nice that in upscale hotel in great locatio. Also convenient to other hotels and theatres.,5 stars,Overall 5,Food 5,Service 4,Ambience 5
KimberleeH,"Dined on May 27, 2023",Wonderfully convenient to the Chicago Theater!! Food was outstanding. The salmon was perfectly cooked and beautifully presented. My companion had the chicken paillard and she is still raving! Attentive service and cozy atmosphere. A fabulous find in the theater district for dining.,4 stars,Overall 4,Food 5,Service 5,Ambience 5
TimO,"Dined on May 27, 2023","Great location for downtown theatre district.  Great food, comfortable atmosphere, Cindy's pleasant servers.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
Jen247,"Dined on May 25, 2023","The perfect, quick pre-theatre dinner!  Tasty food and good service.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JoeL,"Dined on May 22, 2023","Made a reservation two weeks out and was still crammed into a tiny table. Took 30 min for our drinks to get made and nearly a full hour for our food to come out. Our server was decent, but the restaurant seemed VERY understaffed.",3 stars,Overall 3,Food 4,Service 1,Ambience 2
JoannaP,"Dined on May 22, 2023","Food was great, ambience was fantastic. Higher table was a little too high for the chairs - my friend had to sit on her leg to reach her food.  If you're short, I'd ask for a shorter table or booth. Staff was amazing but clearly not enough of them - we had to remind them multiple times about our showtime. We did make our show. Food was a little on the pricey side for what you got, but everything was absolutely delicious - including drinks.  The bar crowd caused it to be noisier than we expected a restaurant to be, and it'd have been nice if they turned the tvs off at some point.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 3
OpenTable Diner,"Dined on May 21, 2023","Perfect spot!
Amazing service and delicious food
Eduardo (the guy from Mexico) is the best",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 16, 2023","Everything was great! Service, libations, and fare",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 15, 2023","Experience was awesome, food was good and drinks we’re definitely on point 10/10 would definitely recommend and be dining again ❤️",5 stars,Overall 5,Food 5,Service 5,Ambience 5
RaulA,"Dined on May 14, 2023","The food was very good but the portions were small… the drinks were incredible. My wife had a Cosmo and I had an old fashion. You can tell that the bartender took a lot of pride in their mixology. The food was expensive, especially the drinks. But the drinks were so perfectly made that we would return. ￼￼￼ While I rated the value low because of the cost of the meal compared to the portion size, the cost of the drinks were justified.￼
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
gailzel,"Dined on April 29, 2023","The wait staff was helpful and efficient. We enjoyed a leisurely dinner. We ordered steak and they were perfectly cooked. My dietary requirements were perfectly heeded. My only complaint was that the steak I ordered had way too much fat and when I told the waiter he immediately deducted 25% from the cost.  I recommend this restaurant. Good for lunch or dinner or in our case before a play
Read more",3 stars,Overall 3,Food 3,Service 5,Ambience 3
SuburbSuzy,"Dined on April 23, 2023","Great food, fast friendly service, warm atmosphere.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
KatieD,"Dined on April 21, 2023","They were super short staffed, it was not the waiters fault, but we barely saw him and waited over 20 minutes for drinks",2 stars,Overall 2,Food 4,Service 2,Ambience 4
Andy,"Dined on April 20, 2023","We just had drinks, salad and appetizers...found the appetizers very bland, both the crab cakes and meatballs.  They both need much more seasoning.  First time we've eaten there that we've been disappointed.",4 stars,Overall 4,Food 2,Service 5,Ambience 5
LarryZ,"Dined on April 16, 2023","Great space good food ! Thank God we use open table -lifesaver ! State and lake tavern is very nice but they have some issues - they don’t have enough workers and it takes forever to be served and get drinks ! They are a block away from theatre district so they must be in tune and know the theatre’s schedules ! You must plan the work work the plan - that’s a problem here !
Read more",4 stars,Overall 4,Food 5,Service 2,Ambience 5
OpenTable Diner,"Dined on April 16, 2023","Overall it was a fairly decent dinner with good food.  However there were a few things that were not so positive. Our drinks were never refilled and we weren’t asked if we wanted a refill.  When we asked for more water, we weren’t given any.  Then after paying we were sitting at the table talking and the hostess comes up to us and basically tells us we need to leave even though there isn’t a time limit on the table. We had only been there an hour.  It was a disappointing end to our dining experience.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 4
Foodie,"Dined on April 14, 2023","I have been to this restaurant before for brunch and was excited to try it last night for dinner before a concert at the Chicago Theater.  The good things about this restaurant are that the food, drinks, and decor are fantastic.  The meatballs, salmon, and Wit Spritz were top notch.  However, we arrived early for our 630 reservation, and they were able to seat us early, around 6:05.  Our server did not ask if we had questions and was not very personable.  Our appetizer and drinks arrived really fast after ordering.  However, our entrees never arrived, and at 7:00, my friend flagged down the waiter to see what the issue was and to tell him we had concert tickets.  He checked with the kitchen and told us they had made a mistake.  Our food arrived piping hot 10 min later.  As mentioned, the food was great.  Our server offered to comp us another round of drinks or dessert to make up for the error.  Obviously, we could not do this as we needed to get to the theater for our show.  What irritates me is that he did not comp the drinks we had already ordered.  We should have just asked for a manager, obviously.  Our bill was $150 dollars for a 15 percent tip, 2 entrees, 3 drinks, and 1 app.  Pretty expensive considering we had to wait 45 min for our entrees.  Disappointing.
Read more",3 stars,Overall 3,Food 5,Service 2,Ambience 5
